29,10.684808871245464
22,9.25036665919738
20,8.551547601288744
42,13.973132054884797
14,6.519353956814332
16,7.255437832708811
41,13.765630916126566
60,21.859441179380827
13,6.361901010281717
25,9.494706783610086
59,21.0757888932245
13,5.6868930562858795
54,19.92119306804753
31,11.04816370491176
16,7.159039673940651
5,3.346856223638941
51,16.523955311540426
10,4.855753316964819
55,20.072947232118892
28,10.939843639427965
41,13.801737967849219
14,6.040338758893967
31,11.235960178696068
45,15.05627276864622
37,14.195442720931116
17,7.797479024815843
52,18.862732179820192
21,8.843347140597484
53,19.400440054075716
51,17.243514103156905
23,8.783384501301432
20,8.534216562326472
8,4.355561904941934
38,14.190778317647998
53,18.91711443536147
8,4.623616299672357
16,7.162135497490879
53,17.297238185437223
9,4.580636441543733
33,12.876829706467602
16,6.532295417443192
21,7.982627029540174
24,10.094489237839095
27,10.784268765463363
36,12.680139766932127
39,13.205128661467901
24,9.911712323128471
25,10.31002381575191
52,18.89591216499247
58,18.56386352363173
